,text,Positive,Negative,Neutral,Compound,Status
171,"Games can be tough in real life but not during power cuts?
you always will have a helping hand Ð?Ï with Energy Intelligence UPS

       
    ",47.599999999999994,3.5999999999999996,48.8,94.63000000000001,neg
172,"RT  Remote work, collaboration and education are just a few industries that are poised for a transformation through AR

httƒ?Ý",10.5,0.0,89.5,25.0,neg
173,"     Kindly don't shut internet for these exams. We hope our administration is strong enough for stop cheating. But due to internet shut we are facing many issues with GMaps, Online Classes and WFH. ",21.8,13.4,64.8,55.74,neg
174,RT  Trade unions warn of 'winter of chaos' and want WFH to come back ,7.5,29.299999999999997,63.2,-58.589999999999996,pos
175,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorƒ?Ý",0.0,9.6,90.4,-37.36,pos
176,"RT  We strongly agree.
Do you agree?

      ",64.0,0.0,36.0,72.69,neg
177,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staƒ?Ý",23.400000000000002,0.0,76.6,67.05,neg
178,"That's what a weekend must look like!


                 ",35.8,0.0,64.2,41.99,neg
179,"As a stay-at-home/WFH mom/housewife, weekends are more stressful than week days! Ð??œ",0.0,29.799999999999997,70.19999999999999,-64.22,pos
180,"RT  With   
Stepped out after many days. Yes, it felt good to be out for work.

Thank you  , you caƒ?Ý",32.300000000000004,0.0,67.7,79.64,neg
181,"Office work be like this..Ð???
   ",43.2,0.0,56.8,46.6,neg
182,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorƒ?Ý",0.0,9.6,90.4,-37.36,pos
183,RT  25yo handsome son of a close friend. Happy middle class family. Did engineering in a reputed college. Got job in auto indƒ?Ý,35.9,0.0,64.1,87.79,neg
184,"What is life without melody &amp; harmony?
It probably is a series of monotonous days.
Stop existing merely &amp; live the harmonious lifestyle at Shivalik Harmony that boasts of Premium 3 BHK+WFH Apartment crafted to blend architectural magnificence amidst perfect backdrop of proximity. ",24.5,8.5,67.0,85.34,neg
185,"   
HiiÐ???
RITIK VERMA THIS SIDEƒ?§
I here because i am hepling peoples to earn moneyÐ??÷ in online
PER DAY 1K to 10K Ð??÷
Throgh social mediaÐ??ý
If you interested to earn money (Ask Me NowÐ???
MY CONTACT LINKÐ???  ",9.5,0.0,90.5,56.61000000000001,neg
186,   I guess rather than jobs you should try internshala and go for WFH internships but the pay might be significantly low,0.0,19.1,80.9,-50.23,pos
187,"Very sturdy, good quality product.
A must have for people who have frequent video/zoom calls.
Perfect and affordable wfh buddy.
Go for it


   ",25.6,0.0,74.4,78.32000000000001,neg
188, Pls send your resume to hrd We have a permanent WFH position open for Java Developer,8.5,0.0,91.5,7.720000000000001,neg
189,RT  25yo handsome son of a close friend. Happy middle class family. Did engineering in a reputed college. Got job in auto indƒ?Ý,35.9,0.0,64.1,87.79,neg
190,"Hiring new employees is an exciting opportunity to bring fresh ideas and valuable experience to a growing small business-and leveraging hiring platforms can make it easier.

         ",45.6,0.0,54.400000000000006,93.13,neg
191, Bangalore traffic I want to miss it for ever. I am so happy doing wfh. I will miss my happy moments if I travel back to office.,33.7,10.0,56.3,86.19,neg
192,"Thriving with a remote team takes effort, but the rewards are so great that we're never going to back to the office.

           ",35.0,0.0,65.0,90.5,neg
193,"Friend...., Great Ð??? Ð?? Morning &amp; Day Ð???

FRIEND...., Become YOURSELF as a BHASKAR'S ASSOCIATE. Ð?ÏƒÏ‹÷

Whatsapp me only on +91-9793609235.
             ",21.0,0.0,79.0,72.36,neg
194,RT  25yo handsome son of a close friend. Happy middle class family. Did engineering in a reputed college. Got job in auto indƒ?Ý,35.9,0.0,64.1,87.79,neg
195, and  did NOT think people will misunderstand this and sleep while WFH Ð?ÿ was on...  ,0.0,15.2,84.8,-36.120000000000005,pos
196, everyday  Have to struggle for the internet guys plz strt the internet I am WFH .try to resolve the issue fast already I am 2 hours late now.,13.8,8.200000000000001,78.0,15.310000000000002,neg
197,"Hiring!!!

Location - Bengaluru/remote

Pay - As per market standard + some special perks by¶ÿ 

Interested Candidates please send your resumes to harshitha

        ",33.0,5.4,61.6,80.07,neg
198," How do you maintain the consistency. I used to meet the 10k goal easily when I used to work from office. However, itƒ??s difficult while WFH. I go for regular walks in the evening but that makes only 5-6k steps. Ð???",4.2,6.7,89.1,-25.230000000000004,pos
199,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staƒ?Ý",23.400000000000002,0.0,76.6,67.05,neg
200,"RT  Art never completed but abandoned Ð?Ï? 
Time series paintings telling d  of various moments 

 ",21.6,0.0,78.4,55.44,neg
201,"RT  Join us on Wednesday 27th October from 11am - 12:30 for our  Jobsfair Ð?­Ð??¯

We will be posting 90 minutes worƒ?Ý",13.600000000000001,0.0,86.4,48.71,neg
202, Add Remote work/WFH with staggered hours for all/flexi time and even overcrowding would reduce hopefully!,17.599999999999998,0.0,82.39999999999999,45.739999999999995,neg
203," seriously I was getting  by seeing the speed of your internet but your service is really not upto the mark. 

I am having my company's internet connection for  and I am unable to use internet since 3 days now.
.
I enquired and got the reason",0.0,3.3000000000000003,96.7,-9.0,pos
204, making fools to PPL for extra data packs .once daily data is finished internet speed come downtown to below 10kbps. Don't recharge WFH pack rs251.I have 20 GB in data in Airtel acnt speed is 3kbps    with daily data getting 3mbps,0.0,7.3999999999999995,92.60000000000001,-49.39,pos
205,RT  25yo handsome son of a close friend. Happy middle class family. Did engineering in a reputed college. Got job in auto indƒ?Ý,35.9,0.0,64.1,87.79,neg
206,"   Depends on how you define ""near and dear"". They aren't always blood relations as some like think. Where I feel vindicated is the number of people I influenced/helped to get vaccinated and follow Covid Appropriate Behaviour including WFH and closing offices ",15.5,0.0,84.5,68.08,neg
207,"RT  Hey y'all! SoluteLabs have come up with various exciting opportunities in numerous positions. 

Click on the link here to sƒ?Ý",24.3,0.0,75.7,72.63,neg
208,"In the pursuit of saving a little money, which we are losing is the worldƒ??s exposure, observations and learning from others.Stop enjoying work from home culture.

Go out of your home, at the end this is the worst thing we are doing after covid.

 ",6.7,14.000000000000002,79.3,-56.61000000000001,pos
209,"RT  Pre-owned office chairs by Herman Miller,Steelcase &amp; other manufacturers offer comfort, support &amp; durability at a great pricƒ?Ý",38.3,0.0,61.7,85.19,neg
210,RT  25yo handsome son of a close friend. Happy middle class family. Did engineering in a reputed college. Got job in auto indƒ?Ý,35.9,0.0,64.1,87.79,neg
211,"Dear  ,
Kindly replace desktops with laptops. As it is WFH we are facing troublesome time with these desktops.",24.099999999999998,13.700000000000001,62.2,36.120000000000005,neg
212,Another good thing about WFH? You don't need to rush to the restroom when PMS makes you break down instead of confronting the dickwad who stole your credit,17.1,5.0,77.9,59.940000000000005,neg
213,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staƒ?Ý",23.400000000000002,0.0,76.6,67.05,neg
214,"How do you make your office comfortable?

  ",35.5,0.0,64.5,51.06,neg
215,"Work From Home 
Independent Business Opportunity 
   ",35.9,0.0,64.1,42.15,neg
216,"RT  Instagram : Drop best sunset photos Ð???
*Le Programmers Ð?¾ýÐ??ùƒ?Ð??¯ :
   ",33.800000000000004,13.8,52.400000000000006,61.99,neg
217,"An assortment of sweets curated for the festive season!

Employee Gifting ƒ?? To know about product offerings, please visit 

      ",36.4,0.0,63.6,84.63000000000001,neg
218,"RT  Do you think flexible working can fuel the future of work?

   ",14.7,0.0,85.3,22.63,neg
219,"In this episode, we discuss:

Ð??? Leadership philosophy: upheaval and evolution of the leadership styles
Ð??? Youƒ??re back in the office. So are your bad WFH habits?
Ð??? Tools and systems for the next phase of 'connected work'",0.0,11.3,88.7,-69.31,pos
220," or   has opined that the flexibility of 3 days of  &amp; 2 days of work from anywhere will provide employees a good 'balance'.

KNOW MORE: 

     ",20.9,0.0,79.10000000000001,64.86,neg
221, We are still having virtual coffee calls at work ( thanks WFH) UGH the level of excuses I have to come up to avoid them ƒ?§‹÷Ð??ðÐ?Ï© the games are like : I will say B and you have to run and get me  me five things whose names start with B yuckkkk,10.0,12.4,77.60000000000001,-31.669999999999998,pos
222,"We are on the mission to provide reliable &amp; electricity solution for all.
Till date we have installed 50000 solar streetlights and over 250000 solar home systems with a return rate of less than 1%.

      ",6.5,0.0,93.5,31.819999999999997,neg
223,   has suddenly stopped working !! Thereby affecting WFH efficiency !! This is rediculous. Please help. This is repeatedly happening now !!,31.4,6.9,61.7,77.62,neg
224," Ð?Ï 

Just came home from a small vacation on wed.

Same situation thur &amp; fri

Do hell with 

Location - S.G Highway, Gota

MP  
MLA  

        ",0.0,17.299999999999997,82.69999999999999,-68.08,pos
225," 24 hour outage is unacceptable. This is the 6th time in last 4 months. In this WFH kind of situation it becomes really difficult with such huge outages. Moreover, anything and everything needs internet these days. Please look into this ASAP. ",9.9,12.5,77.60000000000001,-29.439999999999998,pos
226,"The increasing popularity of hybrid work models has produced an unexpected consequence: remote work anxiety.

            ",17.4,9.6,73.0,34.0,neg
227," It's normal on weekdays as well
Ð???Ð???

",33.800000000000004,0.0,66.2,46.96,neg
228,"WFH is fine y'all .. Work  @ Home is the big deal!

Big day tomorrow .. get your broomsticks &amp; cleaners out coz it's Safai divas",8.0,0.0,92.0,27.139999999999997,neg
229,"Spacing out work on weekdays with some fun-filled activities can help remove the monotony as well as boost the energy and output of the work! Try it out!

        ",29.799999999999997,0.0,70.19999999999999,84.75,neg
230,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staƒ?Ý",23.400000000000002,0.0,76.6,67.05,neg
231,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staƒ?Ý",23.400000000000002,0.0,76.6,67.05,neg
232,"RT  We're  - 
- Client Servicing Managers
- Content Writers

Excellent communication skills and an understanding of luxury areƒ?Ý",19.8,0.0,80.2,57.19,neg
233,"RT  You know the downside of WFH when this happens:

Me: I'm going out shopping. Do you need anything?
Wife: No. That's enough.",0.0,16.7,83.3,-49.39,pos
234, has an uber cool wfh set up and a picture with my face in it Ð??? What nerds!   ,17.599999999999998,0.0,82.39999999999999,53.06999999999999,neg
235,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorƒ?Ý",0.0,9.6,90.4,-37.36,pos
236," a person by the name ashima, also Anamosa etc, claiming wfh opportunities but actually a fraud, many ppl have complained too on cyber crime  site about the same...this chat is of today... ",4.3999999999999995,32.7,63.0,-92.86999999999999,pos
237,"I like to be in dark mode itƒ??s increased my productivity.
",38.3,0.0,61.7,60.72,neg
238,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staƒ?Ý",23.400000000000002,0.0,76.6,67.05,neg
239,"Instagram : Drop best sunset photos Ð???
*Le Programmers Ð?¾ýÐ??ùƒ?Ð??¯ :
   ",36.199999999999996,14.7,49.1,61.99,neg
240,"Do you think flexible working can fuel the future of work?

         ",16.0,0.0,84.0,22.63,neg
241,"   Already using JioFi to WFH, not great but atleast sufficient speed to work. Ð??",0.0,16.2,83.8,-36.26,pos
242,  Screenshot go. Helps you search a specific SS also the  text on the SS let's you copy paste helpful in times like this WFH.,28.299999999999997,0.0,71.7,78.45,neg
243,"All  are  with us!
Itƒ??s just another day in the product engineering coliseum for us, as our A-team gears up for a new week of exciting challenges!
Share &amp; tag someone who deserves a mention!
      ",20.9,0.0,79.10000000000001,78.67,neg
244,RT   - Explore the buying professionalsƒ?? experience of Work from Home (WFH) keeping all important aspects in focus.ƒ?Ý,12.8,0.0,87.2,32.7,neg
245," WOW! It's a fantastic innovation... perhaps, not readily available in the Indian markets. Seemingly, aligned to ergonomics demands for  Ð???",34.5,0.0,65.5,87.4,neg
246,Is there a way we can hide our outlook calendars? Folks are not even giving time to pee. Blocking on already blocked spaces. What's the world has come to? Perils of  noooooooo,0.0,24.6,75.4,-77.8,pos
247,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staƒ?Ý",23.400000000000002,0.0,76.6,67.05,neg
248, Tbh WFH Fridays are chill and almost like an extended weekend :P,34.8,0.0,65.2,65.31,neg
